Name,City,State,Total Enrollment,Enrollment Men,Enrollment Women,Another Gender,American Indian or Alaska Native,Asian,Black or African American,Hispanic,Native Hawaiian or Other Pacific Islander,White,Two or more races,Race/ethnicity unknown,U.S. Nonresident
Toccoa Falls College,Toccoa Falls,GA,2046,770,1276,27,2,69,218,133,3,1528,52,26,15
Truett McConnell University,Cleveland,GA,2796,1300,1496,0,7,61,273,115,3,2123,0,169,45
United Education Institute-Morrow,Morrow,GA,1276,444,832,0,6,6,547,71,7,12,18,609,0
United Education Institute-Stone Mountain,Stone Mountain,GA,595,182,413,0,0,4,234,31,0,3,3,320,0
University of Georgia,Athens,GA,40607,16641,23966,75,39,4206,3072,2704,18,26416,1621,478,2053
University of North Georgia,Dahlonega,GA,18029,7764,10265,0,27,627,701,2761,13,12823,638,216,223
University of West Georgia,Carrollton,GA,11893,3825,8068,0,19,142,3616,887,10,6370,474,220,155
Valdosta State University,Valdosta,GA,10209,3182,7027,0,18,160,3530,936,10,5020,355,54,126
Webb's Barber School of Arts,Macon,GA,23,14,9,0,0,0,20,3,0,0,0,0,0
Wesleyan College,Macon,GA,660,40,620,0,1,10,229,72,1,261,32,18,36
West Georgia Technical College,Waco,GA,6140,2068,4072,0,24,94,2051,559,9,3139,219,37,8
Wiregrass Georgia Technical College,Valdosta,GA,4003,1423,2580,0,14,31,1655,426,5,1765,80,22,5
Woodruff Medical and Wellness Training,Tucker,GA,84,11,73,0,0,3,56,13,0,4,1,7,0
Young Harris College,Young Harris,GA,1511,587,924,0,10,21,127,98,6,970,52,157,70
Guam Community College,Mangilao,GU,1618,723,895,0,2,692,14,10,858,26,10,6,0
Pacific Islands University,Mangilao,GU,153,92,61,7,0,1,3,7,131,7,0,1,3
University of Guam,Mangilao,GU,2962,1235,1727,0,1,1419,11,21,1316,82,0,82,30
Brigham Young University-Hawaii,Laie,HI,2735,1108,1627,0,8,99,9,145,180,699,251,1,1343
Chaminade University of Honolulu,Honolulu,HI,2369,662,1707,0,7,585,59,282,282,307,315,504,28
Hawaii Community College,Hilo,HI,2127,845,1282,33,7,349,18,364,169,310,851,25,34
Hawaii Institute of Hair Design,Honolulu,HI,52,37,15,0,1,19,4,0,6,4,18,0,0
Hawaii Medical College,Honolulu,HI,273,18,255,0,0,81,6,18,110,8,34,5,11
Hawaii Pacific University,Honolulu,HI,4876,1725,3151,9,16,599,218,832,321,1023,1198,109,560
Honolulu Community College,Honolulu,HI,3069,1626,1443,87,1,1113,55,379,243,250,925,71,32
IBS School of Cosmetology and Massage,Kahului,HI,63,7,56,0,1,14,0,2,17,14,15,0,0
Institute of Clinical Acupuncture & Oriental Med,Honolulu,HI,59,7,52,0,0,13,1,8,6,30,0,0,1
Kapiolani Community College,Honolulu,HI,5828,1967,3861,101,5,2222,83,691,247,599,1516,45,420
Kauai Community College,Lihue,HI,1308,471,837,40,2,348,6,173,69,212,441,31,26
Leeward Community College,Pearl City,HI,6221,2325,3896,181,6,2334,107,929,334,502,1852,66,91
Makana Esthetics Wellness Academy,Honolulu,HI,50,2,48,0,1,15,2,5,8,12,3,4,0
Mauna Loa Helicopters,Kailua Kona,HI,10,9,1,0,0,0,0,0,0,5,1,0,4
Pacific Rim Christian University,Honolulu,HI,131,61,70,1,0,24,9,19,20,31,24,1,3
Paul Mitchell the School-Honolulu,Honolulu,HI,118,5,113,0,0,22,14,8,26,28,17,3,0
University of Hawaii at Hilo,Hilo,HI,2977,1033,1944,42,29,459,32,452,229,591,1051,8,126
University of Hawaii at Manoa,Honolulu,HI,19074,7454,11620,355,44,5926,279,2357,545,4096,4444,113,1270
University of Hawaii Maui College,Kahului,HI,2472,833,1639,153,5,738,18,366,152,389,720,34,50
University of Hawaii-West Oahu,Kapolei,HI,2913,978,1935,98,3,1117,48,436,127,218,930,10,24
University of Phoenix-Hawaii,Kapolei,HI,25,14,11,4,0,2,0,1,7,0,2,13,0
Windward Community College,Kaneohe,HI,2384,848,1536,56,3,443,26,403,212,268,927,77,25
Allen College,Waterloo,IA,497,57,440,0,4,9,12,9,1,406,9,43,4
American Hair Academy,Mt. Pleasant,IA,20,1,19,0,0,0,0,4,0,16,0,0,0
Aveda Institute-Des Moines,West Des Moines,IA,180,1,179,0,0,3,8,11,2,140,3,13,0
Body Wisdom Massage Therapy School,Urbandale,IA,43,6,37,0,0,1,3,4,0,34,1,0,0
Briar Cliff University,Sioux City,IA,927,405,522,0,8,14,69,139,3,570,77,1,46
Buena Vista University,Storm Lake,IA,1973,600,1373,8,11,16,54,189,4,1587,42,55,15
Capri College-Cedar Rapids,Cedar Rapids,IA,142,3,139,0,1,0,20,8,2,106,3,2,0
Capri College-Davenport,Davenport,IA,146,10,136,0,2,3,17,29,0,91,4,0,0
Capri College-Dubuque,Dubuque,IA,175,6,169,0,0,1,12,6,0,153,2,1,0
Carlson College of Massage Therapy,Anamosa,IA,32,3,29,0,0,1,2,0,2,26,0,1,0
Central College,Pella,IA,1169,607,562,0,2,11,32,57,2,1000,37,27,1
Clarke University,Dubuque,IA,965,489,476,0,1,9,114,83,2,538,74,86,58
Coe College,Cedar Rapids,IA,1264,554,710,0,4,30,124,160,3,810,38,54,41
Cornell College,Mount Vernon,IA,1073,559,514,0,10,38,72,96,4,796,10,20,27
Des Moines Area Community College,Ankeny,IA,21637,9438,12199,0,72,897,1284,1928,8,13907,470,3003,68
Des Moines University-Osteopathic Medical Center,Des Moines,IA,1527,706,821,3,4,228,42,84,0,1094,40,30,5
Divine Word College,Epworth,IA,68,27,41,0,0,9,0,1,0,0,0,0,58
Dordt University,Sioux Center,IA,1861,883,978,0,3,22,14,46,1,1486,29,77,183
Drake University,Des Moines,IA,4685,1752,2933,0,5,212,255,287,2,3577,190,21,136
E Q School of Hair Design,Council Bluffs,IA,30,2,28,0,0,0,3,4,0,21,2,0,0
Eastern Iowa Community College District,Davenport,IA,7145,2923,4222,0,19,171,508,820,14,4824,278,504,7
Ellsworth Community College,Iowa Falls,IA,718,342,376,0,3,5,100,60,3,479,23,18,27
Emmaus Bible College,Dubuque,IA,206,92,114,19,2,2,12,7,1,146,10,19,7
Faith Baptist Bible College and Theological Seminary,Ankeny,IA,448,243,205,0,2,8,5,17,1,370,22,6,17
Faust Institute of Cosmetology-Spirit Lake,Spirit Lake,IA,19,0,19,0,0,0,0,3,0,16,0,0,0
Graceland University-Lamoni,Lamoni,IA,1237,562,675,1,7,21,153,114,18,675,51,95,103
Grand View University,Des Moines,IA,1827,802,1025,0,7,60,164,189,2,1120,71,156,58
Grinnell College,Grinnell,IA,1759,835,924,0,2,129,78,145,0,928,84,57,336
Hawkeye Community College,Waterloo,IA,4787,2017,2770,0,13,88,374,268,17,3780,196,1,50
Indian Hills Community College,Ottumwa,IA,3361,1566,1795,23,6,42,151,279,15,2614,125,23,106
Iowa Central Community College,Fort Dodge,IA,5058,2431,2627,14,24,82,430,593,15,3129,334,346,105
Iowa Lakes Community College,Estherville,IA,1960,895,1065,0,5,16,74,123,5,1445,11,210,71
Iowa School of Beauty-Des Moines,Des Moines,IA,77,3,74,0,0,2,10,8,0,56,1,0,0
Iowa School of Beauty-Sioux City,Sioux City,IA,13,0,13,0,0,0,1,4,0,8,0,0,0
Iowa State University,Ames,IA,29969,16417,13552,0,48,1228,787,1986,23,21634,809,1011,2443
Iowa Wesleyan University,Mount Pleasant,IA,871,488,383,17,2,2,144,51,3,376,117,43,133
Iowa Western Community College,Council Bluffs,IA,5342,2425,2917,4,79,105,554,550,21,3788,0,127,118
Kirkwood Community College,Cedar Rapids,IA,12406,5487,6919,3,48,241,1271,758,18,8575,426,848,221
La James College of Hairstyling and Cosmetology,Mason City,IA,59,4,55,0,0,0,9,6,0,44,0,0,0
La James International College-Cedar Falls,Cedar Falls,IA,39,2,37,0,2,1,4,2,0,24,6,0,0
La James International College-Davenport,Davenport,IA,96,3,93,0,0,1,25,13,0,43,14,0,0
La James International College-Ft Dodge,Fort Dodge,IA,21,0,21,0,0,0,1,3,0,15,1,1,0
La James International College-Johnston,Johnston,IA,57,0,57,0,0,1,7,4,0,44,1,0,0
Loras College,Dubuque,IA,1319,731,588,0,1,19,62,125,1,967,36,58,50
Luther College,Decorah,IA,1610,727,883,0,9,28,47,106,7,1206,14,15,178
Maharishi International University,Fairfield,IA,2673,1382,1291,0,14,101,176,143,2,646,29,330,1232
Marshalltown Community College,Marshalltown,IA,1707,733,974,0,17,58,39,388,4,986,37,111,67
Mercy College of Health Sciences,Des Moines,IA,911,130,781,0,8,56,108,100,4,606,10,19,0
Mercy-St Luke's School of Radiologic Technology,Cedar Rapids,IA,22,3,19,0,0,0,1,1,0,20,0,0,0
Morningside University,Sioux City,IA,2249,782,1467,0,11,25,56,135,5,1722,58,137,100
Mount Mercy University,Cedar Rapids,IA,1526,542,984,0,3,32,102,32,0,1117,95,37,108
North Iowa Area Community College,Mason City,IA,2479,1130,1349,0,4,30,80,173,0,2094,49,8,41
Northeast Iowa Community College,Calmar,IA,4355,1833,2522,0,11,30,137,170,9,3906,40,52,0
Northwest Iowa Community College,Sheldon,IA,1811,790,1021,0,17,17,61,155,4,1496,29,32,0
Northwestern College,Orange City,IA,1651,645,1006,257,3,16,27,78,0,1208,16,257,46
Northwestern College,Orange City,IA,514,38,476,0,2,7,322,125,1,52,0,5,0
Orion Technical College,Davenport,IA,75,32,43,0,0,0,11,9,0,46,7,2,0
Palmer College of Chiropractic,Davenport,IA,2178,1235,943,0,15,156,105,264,13,1575,39,9,2
PCI Academy-Ames,Ames,IA,126,4,122,0,1,0,6,14,0,91,14,0,0
PCI Academy-Iowa City,Iowa City,IA,73,5,68,0,0,4,4,6,0,52,7,0,0
Ross College-Davenport,Davenport,IA,28,0,28,0,0,0,5,1,0,11,2,9,0
Saint Ambrose University,Davenport,IA,2747,1150,1597,2,4,53,148,255,2,2039,109,78,59
Simpson College,Indianola,IA,1151,552,599,0,0,17,41,106,1,890,54,20,22
Southeastern Community College,West Burlington,IA,2476,1030,1446,0,57,35,134,142,3,1270,67,679,89
Southeastern Community College,West Burlington,IA,1228,422,806,0,47,6,267,101,8,702,0,97,0
Southwestern Community College,Creston,IA,1581,651,930,0,3,12,41,99,4,1350,31,18,23
Southwestern Community College,Creston,IA,2256,838,1418,0,207,30,43,227,4,1648,57,25,15
St Luke's College,Sioux City,IA,196,16,180,0,3,1,10,40,0,133,8,1,0
The Salon Professional Academy-Cedar Falls,Cedar Falls,IA,94,67,27,0,0,1,43,12,3,29,6,0,0
UnityPoint Health-Des Moines School of Radiologic Technology,Des Moines,IA,19,2,17,0,0,1,0,0,0,18,0,0,0
University of Dubuque,Dubuque,IA,1776,988,788,1,6,16,192,112,4,1146,33,214,53
University of Iowa,Iowa City,IA,30015,13316,16699,310,42,1531,925,2454,20,21637,1040,908,1458
University of Northern Iowa,Cedar Falls,IA,8945,3239,5706,0,10,146,258,472,4,7522,232,160,141
Upper Iowa University,Fayette,IA,3072,1247,1825,0,16,116,492,233,9,1936,63,90,117
Waldorf University,Forest City,IA,2763,1703,1060,0,19,39,308,80,14,1306,73,892,32
Wartburg College,Waverly,IA,1444,708,736,0,2,9,62,59,2,1146,38,34,92
Wartburg Theological Seminary,Dubuque,IA,186,76,110,1,0,0,3,5,0,170,3,4,1
Western Iowa Tech Community College,Sioux City,IA,5150,2062,3088,0,73,117,193,1096,7,3121,126,151,266
William Penn University,Oskaloosa,IA,1473,740,733,0,9,14,232,140,14,853,66,66,79
Academy di Firenze,Jerome,ID,12,1,11,0,0,0,0,7,0,4,1,0,0
Austin Kade Academy,Idaho Falls,ID,79,4,75,0,0,0,1,16,0,57,5,0,0
Aveda Institute-Boise,Boise,ID,94,6,88,0,1,2,5,19,0,58,7,0,2
Aveda Institute-Twin Falls,Twin Falls,ID,87,12,75,0,0,1,2,29,0,55,0,0,0
Boise Barber College,Boise,ID,82,57,25,0,1,2,4,39,2,26,7,1,0
Boise Bible College,Boise,ID,96,54,42,0,0,0,4,3,1,85,0,1,2
Boise State University,Boise,ID,26115,11059,15056,0,104,700,439,3580,94,18779,1313,779,327
Brigham Young University-Idaho,Rexburg,ID,43023,18805,24218,0,94,607,1161,7994,301,27193,818,3374,1481
Carrington College-Boise,Boise,ID,403,56,347,0,4,24,11,132,3,191,2,34,2
College of Eastern Idaho,Idaho Falls,ID,2333,927,1406,0,19,19,19,345,6,1622,58,241,4
College of Massage Therapy,Blackfoot,ID,9,1,8,0,0,0,0,2,0,7,0,0,0
College of Southern Idaho,Twin Falls,ID,8096,3089,5007,3,40,83,92,1785,18,5392,198,385,103
College of Western Idaho,Nampa,ID,9920,4343,5577,1,81,169,194,1810,28,6757,292,498,91
Cosmetology School of Arts & Sciences,Burley,ID,21,4,17,0,0,0,0,8,0,13,0,0,0
Eagle Gate College-Boise Campus,Boise,ID,355,40,315,4,5,11,19,41,5,238,3,33,0
Evans Hairstyling College-Rexburg,Rexburg,ID,78,1,77,0,0,0,0,3,0,75,0,0,0
Headmasters School of Hair Design,Lewiston,ID,44,0,44,0,1,1,1,1,0,39,1,0,0
Idaho College of Osteopathic Medicine,Meridian,ID,619,379,240,0,4,104,3,21,2,458,8,19,0
Idaho State University,Pocatello,ID,12301,4921,7380,0,150,190,160,1553,34,8858,408,693,255
Lewis-Clark State College,Lewiston,ID,3746,1381,2365,0,103,28,35,297,10,2910,166,146,51
Milan Institute-Boise,Boise,ID,27,3,24,0,2,2,0,8,0,13,0,2,0
Nathan Layne Institute of Cosmetology,Chubbuck,ID,60,8,52,0,3,0,0,12,0,45,0,0,0
New Saint Andrews College,Moscow,ID,294,141,153,0,2,4,3,13,1,198,2,65,6
North Idaho College,Coeur d'Alene,ID,4296,1655,2641,0,47,52,34,290,16,3152,183,505,17
Northwest Nazarene University,Nampa,ID,1778,665,1113,0,12,28,30,209,8,1365,93,19,14
Oliver Finley Academy of Cosmetology,Boise,ID,254,3,251,0,1,2,1,25,0,193,30,0,2
Paul Mitchell the School-Boise,Boise,ID,186,17,169,0,1,4,5,16,0,121,35,4,0
Paul Mitchell the School-Nampa,Nampa,ID,103,18,85,0,1,0,1,30,0,53,17,1,0
Paul Mitchell the School-Rexburg,Rexburg,ID,238,15,223,0,2,2,0,26,0,198,7,1,2
Paul Mitchell the School-Twin Falls,TWIN FALLS,ID,60,3,57,0,2,0,0,14,0,36,7,0,1
Provo College-Idaho Falls Campus,Idaho Falls,ID,198,35,163,2,1,3,3,31,0,142,1,17,0
Rexburg College of Massage Therapy,Rexburg,ID,37,10,27,1,0,1,0,3,0,33,0,0,0
The College of Idaho,Caldwell,ID,1082,531,551,0,8,20,22,149,7,597,62,28,189
The Salon Professional Academy-Nampa,Nampa,ID,88,2,86,0,3,1,1,32,1,50,0,0,0
University of Idaho,Moscow,ID,11507,5671,5836,26,111,198,131,1102,26,8404,475,412,648
Adler University,Chicago,IL,1841,345,1496,26,7,264,238,187,2,956,62,110,15
Ambria College of Nursing,Hoffman Estates,IL,211,20,191,0,0,48,31,53,1,75,0,3,0
American Academy of Art College,Chicago,IL,111,45,66,2,0,7,16,40,0,44,4,0,0
American Islamic College,Chicago,IL,19,9,10,0,0,2,10,1,0,3,1,2,0
Americare Technical School,Park Ridge,IL,273,41,232,0,14,93,108,30,0,28,0,0,0
Augustana College,Rock Island,IL,2349,1059,1290,0,2,67,92,300,0,1426,83,30,349
Aurora University,Aurora,IL,5918,1693,4225,373,11,184,453,1897,7,2818,143,373,32
Aveda Institute-Chicago,Chicago,IL,93,5,88,0,1,2,20,20,2,45,2,1,0
Aviation Institute of Maintenance-Chicago,Chicago,IL,150,131,19,0,0,5,64,57,1,18,4,1,0
Bell Mar Beauty College,Cicero,IL,48,6,42,0,0,0,6,42,0,0,0,0,0
Benedictine University,Lisle,IL,3123,1386,1737,19,16,473,298,447,9,1191,58,574,57
"Bexley Hall Seabury Western Theological Seminary Federation, Inc.",Chicago,IL,62,32,30,1,0,1,4,6,0,42,1,8,0
Black Hawk College,Moline,IL,3773,1424,2349,13,4,150,457,581,2,2343,120,105,11
Blackburn College,Carlinville,IL,382,168,214,0,0,1,28,30,0,285,10,28,0
Blessing Rieman College of Nursing and Health Sciences,Quincy,IL,167,19,148,0,0,3,4,0,1,152,2,5,0
Bradley University,Peoria,IL,5552,2477,3075,0,18,253,508,647,3,3383,151,156,433
CAAN Academy of Nursing,Matteson,IL,72,6,66,0,0,0,65,4,0,2,1,0,0
CALC Institute of Technology,Alton,IL,61,7,54,0,0,1,27,0,0,31,2,0,0
Cameo Beauty Academy,Oak Lawn,IL,100,4,96,0,0,0,68,13,0,18,0,0,1
Cannella School of Hair Design-Chicago,Chicago,IL,29,0,29,0,0,0,2,22,0,3,0,2,0
Cannella School of Hair Design-Chicago,Chicago,IL,39,2,37,0,0,0,4,35,0,0,0,0,0
Cannella School of Hair Design-Villa Park,Villa Park,IL,31,2,29,0,0,0,0,22,0,2,0,7,0
Capital Area School of Practical Nursing,Springfield,IL,106,3,103,0,1,0,55,2,0,47,1,0,0
Capri Beauty College,Oak Forest,IL,51,1,50,0,0,0,26,3,0,21,0,0,1
Capri Beauty College,Oak Forest,IL,65,0,65,0,0,1,3,3,0,57,0,1,0
Career Center of Southern Illinois,Red Bud,IL,67,1,66,0,0,0,46,1,0,20,0,0,0
Carl Sandburg College,Galesburg,IL,1688,611,1077,5,2,19,122,189,1,1231,79,45,0
Catholic Theological Union at Chicago,Chicago,IL,213,134,79,0,0,5,12,29,0,47,1,53,66
Chamberlain University-Illinois,Addison,IL,26687,2665,24022,75,121,2356,5059,3640,133,13592,206,1465,115
Chicago Professional Center,Prospect Heights,IL,98,97,1,0,2,12,4,46,1,30,0,3,0
Chicago State University,Chicago,IL,2317,758,1559,0,8,41,1592,122,1,124,41,212,176
Chicago Theological Seminary,Chicago,IL,195,74,121,61,1,32,36,14,1,61,1,48,1
City Colleges of Chicago-Harold Washington College,Chicago,IL,5559,2276,3283,10,7,380,1822,2436,5,533,190,41,145
City Colleges of Chicago-Harry S Truman College,Chicago,IL,5289,2057,3232,17,9,708,1032,2478,2,808,153,19,80
City Colleges of Chicago-Kennedy-King College,Chicago,IL,2237,938,1299,2,3,9,1585,484,1,49,68,22,16
City Colleges of Chicago-Malcolm X College,Chicago,IL,7314,1718,5596,13,16,247,2523,3750,2,530,147,27,72
City Colleges of Chicago-Olive-Harvey College,Chicago,IL,2101,840,1261,4,3,11,1441,522,0,41,60,13,10
City Colleges of Chicago-Richard J Daley College,Chicago,IL,4787,2232,2555,12,1,47,495,3870,2,303,46,9,14
City Colleges of Chicago-Wilbur Wright College,Chicago,IL,7508,3343,4165,7,5,471,460,4645,3,1661,182,11,70
College of DuPage,Glen Ellyn,IL,21939,10044,11895,244,79,2497,1580,5756,1,9883,540,1261,342
College of Lake County,Grayslake,IL,11651,5037,6614,60,12,666,769,5328,13,3844,324,440,255
Columbia College Chicago,Chicago,IL,6646,2637,4009,0,7,231,1126,1671,6,2902,323,75,305
Concordia University-Chicago,River Forest,IL,5354,1886,3468,1,14,129,854,895,11,2782,174,281,214
Cosmetology & Spa Academy,Crystal Lake,IL,359,93,266,0,0,7,50,182,0,111,8,1,0
Cosmetology Concepts Niles,Niles,IL,53,5,48,0,0,2,2,21,0,28,0,0,0
Creative Touch Cosmetology School,Waterloo,IL,22,0,22,0,0,0,0,0,0,20,2,0,0
Danville Area Community College,Danville,IL,1924,803,1121,36,6,28,361,128,0,1258,0,143,0
Debutantes School of Cosmetology and Nail Technology,Dekalb,IL,77,0,77,0,0,1,2,17,0,55,2,0,0
DePaul University,Chicago,IL,20917,9261,11656,0,19,2288,1845,4107,15,9659,778,612,1594
DeVry University-Illinois,Naperville,IL,26384,9441,16943,5885,199,767,7883,4265,132,10440,702,1922,74
Dominican University,River Forest,IL,3196,826,2370,0,4,107,203,1688,2,1025,37,104,26
East-West University,Chicago,IL,529,264,265,0,7,4,198,194,1,11,11,4,99
Eastern Illinois University,Charleston,IL,8857,3721,5136,0,12,295,1150,1191,6,4900,190,346,767
Educators of Beauty College of Cosmetology-Peru,PERU,IL,28,0,28,0,0,0,0,6,0,22,0,0,0
Educators of Beauty College of Cosmetology-Rockford,Rockford,IL,77,0,77,0,0,1,13,24,0,37,2,0,0
Educators of Beauty College of Cosmetology-Sterling,Sterling,IL,39,1,38,0,0,0,1,6,0,31,1,0,0
Elgin Community College,Elgin,IL,8910,3952,4958,117,52,638,327,3938,2,3161,327,379,86
Elmhurst University,Elmhurst,IL,3731,1421,2310,13,5,259,211,945,3,1857,95,175,181
Empire Beauty School-Stone Park,Stone Park,IL,112,2,110,0,0,1,72,29,0,4,3,3,0
Empire Beauty School-Vernon Hills,Vernon Hills,IL,47,3,44,0,0,1,12,21,0,8,1,4,0
Erikson Institute,Chicago,IL,331,7,324,4,1,8,64,72,0,168,7,2,9
Estelle Medical Academy,Skokie,IL,64,20,44,0,0,16,8,8,0,32,0,0,0
Estelle Skin Care and Spa Institute,Skokie,IL,163,2,161,0,3,13,31,61,0,47,1,4,3
ETI School of Skilled Trades,Willowbrook,IL,323,308,15,0,0,4,73,143,0,95,2,6,0
Eureka College,Eureka,IL,559,295,264,0,7,2,68,46,1,397,11,21,6
"First Institute of Travel, Inc.",Crystal Lake,IL,274,19,255,0,2,8,28,160,0,73,0,3,0
Fox College,Tinley Park,IL,252,34,218,0,1,7,42,70,1,122,4,5,0
Frontier Community College,Fairfield,IL,1740,1077,663,0,7,21,28,53,1,1553,24,53,0
G Skin & Beauty Institute,Schaumburg,IL,378,7,371,0,4,28,57,129,4,138,18,0,0
G Skin & Beauty Institute,Schaumburg,IL,468,5,463,0,2,9,193,136,0,121,7,0,0
Garrett-Evangelical Theological Seminary,Evanston,IL,280,129,151,7,1,15,66,17,0,109,7,6,59
Gem City College,Quincy,IL,41,10,31,0,0,0,4,0,0,37,0,0,0
Generations College,Chicago,IL,303,33,270,0,1,3,180,36,0,64,19,0,0
Governors State University,University Park,IL,4427,1600,2827,0,6,110,1566,662,3,1279,124,124,553
Graham Hospital School of Nursing,Canton,IL,43,2,41,0,0,0,4,0,0,38,1,0,0
Greenville University,Greenville,IL,1088,553,535,0,2,4,133,75,3,655,29,56,131
Hair Professionals Career College,Sycamore,IL,62,0,62,0,1,0,14,12,1,30,3,1,0
Hair Professionals Career College,Sycamore,IL,62,0,62,0,0,1,12,20,1,26,1,1,0
Hair Professionals School of Cosmetology,Oswego,IL,97,1,96,0,0,2,8,36,1,41,8,0,1
Hairmasters Institute of Cosmetology,Bloomington,IL,79,2,77,0,0,0,27,22,0,30,0,0,0
Heartland Community College,Normal,IL,4774,2038,2736,50,4,159,544,543,1,3117,283,79,44
Hebrew Theological College,Skokie,IL,160,21,139,0,0,0,0,2,0,149,1,6,2
Highland Community College,Freeport,IL,1184,478,706,0,6,14,104,63,3,918,33,22,21
Highland Community College,Freeport,IL,2339,1043,1296,2,52,36,268,104,2,1603,164,110,0
HVAC Technical Institute,Chicago,IL,207,204,3,0,0,1,42,139,0,18,0,7,0
Illinois Central College,East Peoria,IL,7044,2789,4255,0,10,154,808,412,7,5122,359,13,159
Illinois College,Jacksonville,IL,1029,480,549,0,2,10,88,104,0,730,30,15,50
Illinois College of Optometry,Chicago,IL,481,130,351,0,1,121,18,26,1,184,34,11,85
Illinois Institute of Technology,Chicago,IL,6943,4396,2547,22,3,663,265,797,6,1890,166,177,2976
Illinois Media School,Lombard,IL,26,21,5,0,0,0,9,3,0,14,0,0,0
Illinois Media School-Chicago Campus,Chicago,IL,105,64,41,0,0,0,89,7,0,9,0,0,0
Illinois State University,Normal,IL,20683,8734,11949,194,22,528,2090,2495,10,13905,776,121,736
Illinois Valley Community College,Oglesby,IL,2371,985,1386,80,6,26,61,425,3,1698,40,112,0
Illinois Wesleyan University,Bloomington,IL,1527,783,744,4,2,109,112,139,2,1050,33,9,71
Innovations Design Academy,Canton,IL,20,1,19,0,0,0,1,0,0,19,0,0,0
Institute for Clinical Social Work,Chicago,IL,119,26,93,0,0,3,13,10,2,86,3,2,0
John A Logan College,Carterville,IL,3272,1344,1928,24,13,32,281,114,5,2293,53,476,5
John Amico School of Hair Design,Oak Forest,IL,223,5,218,0,0,0,171,29,0,12,3,5,3
John Wood Community College,Quincy,IL,1718,670,1048,62,6,15,68,41,5,1507,51,25,0
Joliet Junior College,Joliet,IL,10212,4480,5732,0,41,315,893,3159,2,5261,279,246,16
Judson University,Elgin,IL,973,473,500,0,1,21,106,316,2,376,11,56,84
Kankakee Community College,Kankakee,IL,2333,925,1408,0,4,13,323,486,2,1342,105,29,29
